Ref,Experiment site,Year,Exp name,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,N group,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
614,YAI_ late,2016_17,YAI Late 16_17,Drill,2,14,2,Reiziq,60-60,split,288,460,672,1.59,73,2345,633,0.5,13.3,*,1,88
615,YAI_ late,2016_17,YAI Late 16_17,Drill,2,15,2,YRK5,0,zero,334,382,651,1.4,53,1839,672,0.51,10.49,*,1,81
616,YAI_ late,2016_17,YAI Late 16_17,Drill,2,16,2,YRK5,60-60,split,263,498,761,1.6,80,2088,670,0.48,11.23,*,10,101
617,YAI_ late,2016_17,YAI Late 16_17,Drill,3,1,3,Reiziq,60-60,split,238,422,548,1.53,65,2259,557,0.5,12.72,*,1,80
618,YAI_ late,2016_17,YAI Late 16_17,Drill,3,2,3,YRK5,0,zero,307,274,582,1.37,37,1618,519,0.49,8.85,*,1,78
619,YAI_ late,2016_17,YAI Late 16_17,Drill,3,3,3,Opus,0,zero,295,278,726,1.43,40,1885,606,0.47,9.99,*,1,69
620,YAI_ late,2016_17,YAI Late 16_17,Drill,3,4,3,Reiziq,120-0,PW_2,289,568,715,2.22,126,2407,693,0.48,12.99,*,1,87
621,YAI_ late,2016_17,YAI Late 16_17,Drill,3,5,3,Opus,90-0,PW_1,317,606,1360,1.68,102,2293,617,0.46,11.97,*,1,88
622,YAI_ late,2016_17,YAI Late 16_17,Drill,3,6,3,Opus,120-0,PW_2,328,567,785,1.84,105,2420,636,0.46,12.52,*,1,89
623,YAI_ late,2016_17,YAI Late 16_17,Drill,3,7,3,Opus,60-60,split,307,473,1087,1.67,79,2332,715,0.48,12.56,*,1,88
624,YAI_ late,2016_17,YAI Late 16_17,Drill,3,8,3,YRM70,90-0,PW_1,304,505,656,1.96,99,2153,648,0.52,12.53,*,2,86
625,YAI_ late,2016_17,YAI Late 16_17,Drill,3,9,3,YRK5,90-0,PW_1,284,529,722,1.98,105,2277,729,0.47,12.05,*,6,89
626,YAI_ late,2016_17,YAI Late 16_17,Drill,3,10,3,YRM70,0,zero,228,315,668,1.49,47,1700,541,0.54,10.34,*,1,82
627,YAI_ late,2016_17,YAI Late 16_17,Drill,3,11,3,YRK5,60-60,split,263,493,789,2.1,103,2197,698,0.5,12.29,*,8,101
628,YAI_ late,2016_17,YAI Late 16_17,Drill,3,12,3,YRM70,120-0,PW_2,246,579,1098,2.41,140,2404,716,0.5,13.64,*,3,102
629,YAI_ late,2016_17,YAI Late 16_17,Drill,3,13,3,YRK5,120-0,PW_2,276,554,680,2.28,126,2115,659,0.43,10.21,*,10,106
630,YAI_ late,2016_17,YAI Late 16_17,Drill,3,14,3,Reiziq,0,zero,257,380,475,1.66,63,1959,609,0.51,11.26,*,1,80
631,YAI_ late,2016_17,YAI Late 16_17,Drill,3,15,3,Reiziq,90-0,PW_1,289,526,658,2.09,110,2427,609,0.48,13.01,*,1,87
632,YAI_ late,2016_17,YAI Late 16_17,Drill,3,16,3,YRM70,60-60,split,279,503,812,2,101,2279,619,0.53,13.62,*,2,96
634,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,1,1,YRM70,90-60,split,187,355,1321,2.67,95,1923,736,0.5,10.89,10.98,1,77
635,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,2,1,YRK5,90-60,split,217,356,769,2.72,97,2054,917,0.44,10.17,9.42,1,81
636,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,3,1,Reiziq,90,PW_1,245,399,700,3.15,126,1901,573,0.5,10.79,10.24,1,71
637,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,4,1,Reiziq,150,PW_2,182,383,738,3.83,147,2171,651,0.48,11.75,11.21,1,76
638,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,5,1,YRM70,90,PW_1,220,367,943,2.96,109,1848,728,0.49,10.23,10.51,1,75
639,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,6,1,Opus,0,zero,237,289,841,1.68,49,1194,526,0.5,6.74,8.66,1,59
640,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,7,1,Opus,90-60,split,237,380,1122,2.96,113,2251,693,0.48,12.19,11.99,1,79
641,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,8,1,Opus,150,PW_2,250,372,1098,3.44,128,2220,766,0.46,11.5,11.23,1,81
642,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,9,1,Opus,90,PW_1,222,353,894,2.82,100,1999,729,0.47,10.66,10.57,1,67
643,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,10,1,YRK5,150,PW_2,210,446,1034,3.27,146,2003,793,0.4,9.05,9.18,1,84
644,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,11,1,YRK5,0,zero,207,279,591,1.39,39,*,*,*,*,*,1,*
645,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,12,1,Reiziq,90-60,split,212,361,739,2.81,101,2098,*,0.5,11.94,10.32,1,*
646,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,13,1,YRM70,0,zero,232,394,708,1.24,49,*,*,*,*,*,1,*
647,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,14,1,YRM70,150,PW_2,212,391,1117,3.46,135,1902,846,0.46,9.82,10.65,1,70
648,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,15,1,YRK5,90,PW_1,245,397,1185,3.04,121,1811,858,0.42,8.48,9.66,1,70
649,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,1,16,1,Reiziq,0,zero,202,238,490,1.66,39,1238,517,0.44,6.16,7.59,1,57
650,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,1,2,YRK5,150,PW_2,152,391,821,3.38,132,2063,780,0.44,10.18,9.91,1,84
651,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,2,2,Opus,0,zero,172,260,722,1.59,41,1318,553,0.51,7.61,7.44,1,60
652,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,3,2,YRM70,150,PW_2,185,425,1781,2.59,110,1892,634,0.5,10.57,9.47,1,75
653,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,4,2,YRK5,90,PW_1,242,433,1005,2.48,107,1891,874,0.42,8.91,8.87,1,75
654,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,5,2,Opus,90-60,split,188,467,1015,2.58,121,2087,836,0.5,11.71,11.42,1,72
655,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,6,2,Reiziq,90-60,split,155,388,714,2.63,102,2006,525,0.5,11.29,11.04,1,73
656,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,7,2,YRM70,90,PW_1,230,386,929,2.73,105,1721,616,0.49,9.58,10.17,1,74
657,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,8,2,Reiziq,0,zero,187,298,715,1.35,40,1073,394,0.5,6.08,6.14,1,64
658,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,9,2,YRM70,0,zero,160,340,635,1.4,48,620,280,0.27,1.88,2.12,1,*
659,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,10,2,Reiziq,90,PW_1,167,442,948,2.82,124,1900,634,0.51,10.87,9.71,1,71
660,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,11,2,YRK5,0,zero,173,300,562,1.45,44,708,374,0.34,2.72,2.79,1,63
661,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,12,2,YRK5,90-60,split,182,436,944,2.77,121,1968,619,0.44,9.77,10.41,1,78
662,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,13,2,Opus,90,PW_1,248,367,1081,3.19,117,2030,849,0.47,10.78,11.34,1,64
663,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,14,2,Reiziq,150,PW_2,190,*,*,*,*,2127,700,0.48,11.52,11.33,1,69
664,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,15,2,Opus,150,PW_2,215,406,922,3.45,140,2183,791,0.47,11.69,11.39,1,73
665,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,2,16,2,YRM70,90-60,split,193,377,1285,2.88,109,2094,655,0.5,11.71,11.64,1,78
666,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,1,3,YRK5,0,zero,245,266,542,1.53,41,767,390,0.4,3.5,4.35,1,59
667,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,2,3,Opus,150,PW_2,295,368,1009,3.55,131,2038,948,0.5,11.45,10.96,1,70
668,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,3,3,Opus,90,PW_1,340,376,949,2.94,111,2025,757,0.48,11,10.21,1,69
669,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,4,3,Reiziq,0,zero,263,437,895,1.39,61,1143,495,0.5,6.4,6.7,1,65
670,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,5,3,YRM70,0,zero,237,233,536,1.55,36,563,235,0.29,1.87,2.92,1,61
671,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,6,3,Reiziq,90-60,split,225,366,691,2.71,99,2095,726,0.5,11.81,11.13,1,73
672,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,7,3,YRK5,90,PW_1,223,382,809,2.81,107,1948,786,0.43,9.53,9.94,1,79
673,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,8,3,YRM70,90-60,split,202,382,1086,2.84,109,1899,688,0.51,10.87,10.92,1,76
674,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,9,3,YRK5,90-60,split,215,360,773,3.08,111,2058,952,0.43,9.92,10.88,1,77
675,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,10,3,Reiziq,150,PW_2,252,406,856,3.14,128,2047,513,0.49,11.35,12.3,1,77
676,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,11,3,YRM70,150,PW_2,213,457,1234,3.36,153,2045,797,0.49,11.21,10.49,1,72
677,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,12,3,Reiziq,90,PW_1,252,501,1061,2.31,116,2018,635,0.5,11.31,10.23,1,70
678,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,13,3,Opus,0,zero,222,232,737,1.59,37,1406,643,0.48,7.56,6.94,1,56
679,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,14,3,YRK5,150,PW_2,230,453,1429,3.07,139,2089,1114,0.41,9.64,10.23,1,71
680,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,15,3,Opus,90-60,split,218,411,900,2.49,103,2113,815,0.46,10.93,11.79,1,76
681,RRAPL_DPW,2016_17,RRAPL DPW 16_17,DPW,3,16,3,YRM70,90,PW_1,243,450,1136,2.81,127,1802,719,0.49,9.91,10.94,1,69
683,Hand,2017_18,Hand 17_18,Aerial,1,1,1,Sherpa,90-0,PW_1,24,556,650,1.6,89,1769,423,0.52,10.33,*,1,77
684,Hand,2017_18,Hand 17_18,Aerial,1,2,1,Reiziq,90-60,split,29,324,480,2.01,65,1854,333,0.48,10.04,*,1,90
685,Hand,2017_18,Hand 17_18,Aerial,1,3,1,Opus,0,zero,48,263,420,1.19,31,1230,375,0.5,6.88,*,1,74
686,Hand,2017_18,Hand 17_18,Aerial,1,4,1,Illabong,0,zero,25,276,485,1.16,32,1006,287,0.55,6.26,*,1,78
687,Hand,2017_18,Hand 17_18,Aerial,1,5,1,Koshi,150-0,PW_2,54,508,643,1.15,59,2145,554,0.45,10.83,*,4,97
688,Hand,2017_18,Hand 17_18,Aerial,1,6,1,Doongara,90-60,split,33,435,454,1.22,53,2256,388,0.5,12.62,*,1,85
689,Hand,2017_18,Hand 17_18,Aerial,1,7,1,Sherpa,150-0,PW_2,45,509,688,1.17,60,2251,499,0.5,12.72,*,1,83
690,Hand,2017_18,Hand 17_18,Aerial,1,8,1,Opus,90-0,PW_1,47,605,879,1.19,72,1767,528,0.48,9.53,*,1,84
691,Hand,2017_18,Hand 17_18,Aerial,1,9,1,Reiziq,90-0,PW_1,28,320,489,1.18,38,1755,414,0.44,8.7,*,1,76
692,Hand,2017_18,Hand 17_18,Aerial,1,10,1,Illabong,90-60,split,28,429,568,1.2,52,1798,419,0.52,10.52,*,1,81
693,Hand,2017_18,Hand 17_18,Aerial,1,11,1,Doongara,150-0,PW_2,36,554,478,1.24,69,2092,336,0.49,11.55,*,1,84
694,Hand,2017_18,Hand 17_18,Aerial,1,12,1,Reiziq,150-0,PW_2,28,353,453,1.25,44,1800,396,0.51,10.29,*,1,90
695,Hand,2017_18,Hand 17_18,Aerial,1,13,1,Koshi,90-0,PW_1,31,423,638,*,*,1978,589,0.46,10.28,*,3,88
696,Hand,2017_18,Hand 17_18,Aerial,1,14,1,Opus,90-60,split,45,436,744,1.66,72,2074,598,0.5,11.74,*,1,84
697,Hand,2017_18,Hand 17_18,Aerial,1,15,1,Koshi,0,zero,34,258,429,1.84,48,1462,412,0.47,7.82,*,3,87
698,Hand,2017_18,Hand 17_18,Aerial,1,16,1,Sherpa,0,zero,28,233,321,1.23,29,1224,323,0.51,7.06,*,1,77
699,Hand,2017_18,Hand 17_18,Aerial,1,17,1,Sherpa,90-60,split,26,457,519,1.18,54,2244,475,0.53,13.48,*,1,88
700,Hand,2017_18,Hand 17_18,Aerial,1,18,1,Illabong,90-0,PW_1,24,260,347,1.38,36,1338,312,0.54,8.13,*,1,77
701,Hand,2017_18,Hand 17_18,Aerial,1,19,1,Doongara,0,zero,34,191,254,1.85,35,1070,216,0.47,5.68,*,1,74
702,Hand,2017_18,Hand 17_18,Aerial,1,20,1,Koshi,90-60,split,35,510,732,1.08,55,1960,503,0.47,10.33,*,5,90
703,Hand,2017_18,Hand 17_18,Aerial,1,21,1,Illabong,150-0,PW_2,25,450,644,1.66,75,1880,450,0.53,11.17,*,1,87
704,Hand,2017_18,Hand 17_18,Aerial,1,22,1,Opus,150-0,PW_2,27,384,655,2.03,78,2291,684,0.5,13.04,*,1,83
705,Hand,2017_18,Hand 17_18,Aerial,1,23,1,Doongara,90-0,PW_1,31,507,498,2.44,123,1882,339,0.45,9.5,*,1,85
706,Hand,2017_18,Hand 17_18,Aerial,1,24,1,Reiziq,0,zero,32,180,283,1.53,27,1001,238,0.56,6.31,*,1,74
707,Hand,2017_18,Hand 17_18,Aerial,2,1,2,Reiziq,90-0,PW_1,33,240,288,1.16,28,1673,365,0.5,9.51,*,1,87
708,Hand,2017_18,Hand 17_18,Aerial,2,2,2,Doongara,0,zero,51,189,222,1.69,32,1387,246,0.49,7.67,*,1,77
709,Hand,2017_18,Hand 17_18,Aerial,2,3,2,Reiziq,0,zero,33,158,232,1.28,20,1090,264,0.53,6.51,*,1,76
710,Hand,2017_18,Hand 17_18,Aerial,2,4,2,Doongara,150-0,PW_2,44,343,319,1.47,50,1973,313,0.51,11.25,*,1,89
711,Hand,2017_18,Hand 17_18,Aerial,2,5,2,Opus,90-60,split,24,327,433,2.28,75,2271,482,0.54,13.85,*,2,87
712,Hand,2017_18,Hand 17_18,Aerial,2,6,2,Sherpa,90-60,split,28,412,507,1.41,58,1972,441,0.57,12.66,*,1,85
713,Hand,2017_18,Hand 17_18,Aerial,2,7,2,Illabong,150-0,PW_2,43,495,634,1.51,75,1935,439,0.53,11.61,*,1,80
714,Hand,2017_18,Hand 17_18,Aerial,2,8,2,Koshi,90-0,PW_1,30,372,643,1.81,67,1959,537,0.46,10.2,*,3,89
715,Hand,2017_18,Hand 17_18,Aerial,2,9,2,Reiziq,90-60,split,20,379,483,1.69,64,1847,368,0.52,10.76,*,1,78
716,Hand,2017_18,Hand 17_18,Aerial,2,10,2,Opus,150-0,PW_2,28,588,718,1.49,88,2322,668,0.48,12.58,*,2,85
717,Hand,2017_18,Hand 17_18,Aerial,2,11,2,Koshi,90-60,split,24,390,581,1.6,63,1905,529,0.48,10.39,*,4,92
718,Hand,2017_18,Hand 17_18,Aerial,2,12,2,Illabong,0,zero,22,192,288,1.52,29,926,241,0.58,6.05,*,1,73
719,Hand,2017_18,Hand 17_18,Aerial,2,13,2,Sherpa,150-0,PW_2,28,486,573,1.38,67,2021,488,0.55,12.45,*,1,80
720,Hand,2017_18,Hand 17_18,Aerial,2,14,2,Doongara,90-0,PW_1,38,377,392,1.42,53,1686,302,0.48,9.12,*,1,84
721,Hand,2017_18,Hand 17_18,Aerial,2,15,2,Illabong,90-0,PW_1,24,456,545,1.41,64,1663,337,0.57,10.69,*,1,85
722,Hand,2017_18,Hand 17_18,Aerial,2,16,2,Opus,0,zero,28,192,286,1.45,28,1251,337,0.54,7.62,*,1,76
723,Hand,2017_18,Hand 17_18,Aerial,2,17,2,Koshi,0,zero,27,188,351,1.13,21,1350,344,0.49,7.5,*,5,81
724,Hand,2017_18,Hand 17_18,Aerial,2,18,2,Doongara,90-60,split,28,341,349,1.41,48,2105,328,0.51,12.01,*,1,83
725,Hand,2017_18,Hand 17_18,Aerial,2,19,2,Reiziq,150-0,PW_2,26,360,443,2.37,85,1724,373,0.53,10.22,*,1,90
726,Hand,2017_18,Hand 17_18,Aerial,2,20,2,Illabong,90-60,split,25,313,397,1.62,51,1535,265,0.55,9.6,*,1,85
727,Hand,2017_18,Hand 17_18,Aerial,2,21,2,Opus,90-0,PW_1,30,398,555,1.46,58,1869,604,0.51,10.82,*,2,75
728,Hand,2017_18,Hand 17_18,Aerial,2,22,2,Koshi,150-0,PW_2,32,561,820,1.61,91,2202,633,0.44,10.95,*,4,89
729,Hand,2017_18,Hand 17_18,Aerial,2,23,2,Sherpa,90-0,PW_1,30,454,520,1.4,64,1934,487,0.53,11.5,*,1,81
730,Hand,2017_18,Hand 17_18,Aerial,2,24,2,Sherpa,0,zero,21,218,343,1.41,31,1079,274,0.44,5.37,*,1,74
731,Hand,2017_18,Hand 17_18,Aerial,3,1,3,Koshi,90-60,split,15,393,514,1.99,78,2120,442,0.45,10.73,*,5,90
732,Hand,2017_18,Hand 17_18,Aerial,3,2,3,Sherpa,0,zero,16,254,348,1.21,31,1076,361,0.54,6.56,*,1,71
733,Hand,2017_18,Hand 17_18,Aerial,3,3,3,Illabong,90-60,split,18,235,349,1.73,41,1779,370,0.5,10.06,*,1,82
734,Hand,2017_18,Hand 17_18,Aerial,3,4,3,Illabong,90-0,PW_1,18,325,366,2.06,67,1833,457,0.56,11.48,*,1,74
735,Hand,2017_18,Hand 17_18,Aerial,3,5,3,Reiziq,150-0,PW_2,24,500,737,2.55,128,1865,425,0.51,10.67,*,1,80
736,Hand,2017_18,Hand 17_18,Aerial,3,6,3,Doongara,90-0,PW_1,27,446,451,1.64,73,1612,304,0.5,9.12,*,1,78
737,Hand,2017_18,Hand 17_18,Aerial,3,7,3,Koshi,0,zero,27,157,262,1.4,22,1151,331,0.47,6.16,*,4,81
738,Hand,2017_18,Hand 17_18,Aerial,3,8,3,Opus,150-0,PW_2,35,482,560,1.76,85,2120,687,0.53,12.67,*,1,86
739,Hand,2017_18,Hand 17_18,Aerial,3,9,3,Opus,90-0,PW_1,17,387,543,1.52,59,1904,548,0.5,10.72,*,1,80
740,Hand,2017_18,Hand 17_18,Aerial,3,10,3,Doongara,0,zero,33,188,244,1.11,21,1034,196,0.48,5.63,*,1,75
741,Hand,2017_18,Hand 17_18,Aerial,3,11,3,Doongara,90-60,split,38,262,267,1.76,46,1916,369,0.51,11.11,*,1,84
742,Hand,2017_18,Hand 17_18,Aerial,3,12,3,Sherpa,90-0,PW_1,20,389,465,1.58,61,1593,364,0.52,9.42,*,1,79
743,Hand,2017_18,Hand 17_18,Aerial,3,13,3,Reiziq,0,zero,23,138,210,1.68,23,1025,234,0.53,6.1,*,1,73
744,Hand,2017_18,Hand 17_18,Aerial,3,14,3,Illabong,150-0,PW_2,29,483,556,1.79,86,2035,412,0.5,11.58,*,1,89
745,Hand,2017_18,Hand 17_18,Aerial,3,15,3,Koshi,150-0,PW_2,42,445,554,1.98,88,2091,504,0.46,10.88,*,3,96
746,Hand,2017_18,Hand 17_18,Aerial,3,16,3,Sherpa,90-60,split,16,249,323,1.61,40,1874,544,0.57,11.96,*,1,78
747,Hand,2017_18,Hand 17_18,Aerial,3,17,3,Reiziq,90-0,PW_1,25,198,189,1.84,36,1739,402,0.52,10.29,*,1,84
748,Hand,2017_18,Hand 17_18,Aerial,3,18,3,Opus,90-60,split,31,447,628,1.54,69,2044,521,0.53,12.27,*,2,89
749,Hand,2017_18,Hand 17_18,Aerial,3,19,3,Sherpa,150-0,PW_2,21,636,641,1.73,110,2195,625,0.52,12.95,*,1,79
750,Hand,2017_18,Hand 17_18,Aerial,3,20,3,Reiziq,90-60,split,22,263,339,1.73,46,1926,463,0.52,11.28,*,1,80
751,Hand,2017_18,Hand 17_18,Aerial,3,21,3,Doongara,150-0,PW_2,34,473,421,2.28,108,2071,355,0.5,11.75,*,1,87
752,Hand,2017_18,Hand 17_18,Aerial,3,22,3,Opus,0,zero,29,224,403,1.41,31,1318,405,0.53,7.86,*,1,78
753,Hand,2017_18,Hand 17_18,Aerial,3,23,3,Koshi,90-0,PW_1,37,481,684,1.72,83,2064,470,0.45,10.51,*,3,97
754,Hand,2017_18,Hand 17_18,Aerial,3,24,3,Illabong,0,zero,30,180,238,1.47,26,1457,304,0.57,9.42,*,1,81
756,McNaul,2017_18,McNaul 17_18,Drill,1,1,1,Illabong,60-0,PW_1,*,624,704,1.98,124,2553,668,0.47,13.47,14.18,1,90
757,McNaul,2017_18,McNaul 17_18,Drill,1,2,1,YDP,60-60,split,*,602,691,1.79,108,1853,533,0.51,10.67,10.24,1,69
758,McNaul,2017_18,McNaul 17_18,Drill,1,3,1,Reiziq,120-0,PW_2,*,679,706,2.17,147,2525,659,0.49,13.97,14.77,1,88
759,McNaul,2017_18,McNaul 17_18,Drill,1,4,1,Opus,60-60,split,*,627,901,1.89,118,2504,713,0.5,14.24,14.14,1,86
760,McNaul,2017_18,McNaul 17_18,Drill,1,5,1,Sherpa,60-0,PW_1,*,644,766,1.62,104,2260,668,0.49,12.57,12.8,1,84
761,McNaul,2017_18,McNaul 17_18,Drill,1,6,1,Koshi,0,zero,*,532,634,1.61,85,2020,667,0.44,10.09,9.49,2,88
762,McNaul,2017_18,McNaul 17_18,Drill,1,7,1,Koshi,60-0,PW_1,*,642,835,1.58,102,2207,664,0.45,11.29,10.42,3,92
763,McNaul,2017_18,McNaul 17_18,Drill,1,8,1,Illabong,120-0,PW_2,*,638,868,2.09,133,2205,633,0.49,12.21,14.3,1,89
764,McNaul,2017_18,McNaul 17_18,Drill,1,9,1,Illabong,0,zero,*,456,701,1.39,63,1664,443,0.55,10.31,9.86,1,82
765,McNaul,2017_18,McNaul 17_18,Drill,1,10,1,YDP,120-0,PW_2,*,595,664,2.01,120,1879,536,0.51,10.75,10.07,1,69
766,McNaul,2017_18,McNaul 17_18,Drill,1,11,1,Reiziq,60-0,PW_1,*,638,851,1.62,104,2136,601,0.5,12.02,11.4,1,84
767,McNaul,2017_18,McNaul 17_18,Drill,1,12,1,Sherpa,0,zero,*,431,542,1.31,56,1561,514,0.53,9.3,9.79,1,78
768,McNaul,2017_18,McNaul 17_18,Drill,1,13,1,YDP,0,zero,*,324,642,1.45,47,1320,376,0.52,7.79,7.6,1,63
769,McNaul,2017_18,McNaul 17_18,Drill,1,14,1,Koshi,60-60,split,*,612,715,1.59,97,2300,692,0.47,12.1,10.2,4,96
770,McNaul,2017_18,McNaul 17_18,Drill,1,15,1,Opus,120-0,PW_2,*,643,711,1.98,128,2350,745,0.49,13.03,12.07,1,82
771,McNaul,2017_18,McNaul 17_18,Drill,1,16,1,Reiziq,60-60,split,*,603,518,1.46,88,2103,616,0.54,12.8,11.67,1,81
772,McNaul,2017_18,McNaul 17_18,Drill,1,17,1,Opus,0,zero,*,387,821,1.24,48,1586,535,0.5,8.91,8.3,1,68
773,McNaul,2017_18,McNaul 17_18,Drill,1,18,1,Opus,60-0,PW_1,*,568,1037,1.52,86,2078,678,0.49,11.4,10.6,1,82
774,McNaul,2017_18,McNaul 17_18,Drill,1,19,1,YDP,60-0,PW_1,*,561,509,1.55,87,1592,402,0.53,9.46,9.23,1,69
775,McNaul,2017_18,McNaul 17_18,Drill,1,20,1,Koshi,120-0,PW_2,*,613,619,2.08,127,2285,629,0.45,11.59,10.1,5,96
776,McNaul,2017_18,McNaul 17_18,Drill,1,21,1,Sherpa,60-60,split,*,592,546,1.27,75,2058,554,0.55,12.88,12.91,1,89
777,McNaul,2017_18,McNaul 17_18,Drill,1,22,1,Illabong,60-60,split,*,519,847,1.71,89,2136,491,0.54,13.02,13.11,1,91
778,McNaul,2017_18,McNaul 17_18,Drill,1,23,1,Reiziq,0,zero,*,407,457,1.17,48,1384,451,0.51,7.98,7.72,1,72
779,McNaul,2017_18,McNaul 17_18,Drill,1,24,1,Sherpa,120-0,PW_2,*,659,614,2.33,153,2333,651,0.52,13.62,12.32,1,91
780,McNaul,2017_18,McNaul 17_18,Drill,2,1,2,Koshi,60-60,split,*,702,700,1.54,108,2438,695,0.43,11.7,11.11,8,102
781,McNaul,2017_18,McNaul 17_18,Drill,2,2,2,Sherpa,120-0,PW_2,*,703,789,1.97,138,2403,670,0.45,12.17,14.1,1,95
782,McNaul,2017_18,McNaul 17_18,Drill,2,3,2,Illabong,0,zero,*,418,514,1.37,57,1948,494,0.54,11.86,13.04,1,82
783,McNaul,2017_18,McNaul 17_18,Drill,2,4,2,YDP,60-0,PW_1,*,626,603,1.68,105,1663,510,0.49,9.1,9.87,1,69
784,McNaul,2017_18,McNaul 17_18,Drill,2,5,2,Opus,120-0,PW_2,*,687,870,1.94,133,2465,688,0.46,12.89,13.24,1,94
785,McNaul,2017_18,McNaul 17_18,Drill,2,6,2,Sherpa,60-60,split,*,629,710,1.49,94,2258,628,0.52,13.33,14.02,1,91
786,McNaul,2017_18,McNaul 17_18,Drill,2,7,2,Reiziq,60-0,PW_1,*,589,694,1.81,106,2119,629,0.49,11.65,13.02,1,78
787,McNaul,2017_18,McNaul 17_18,Drill,2,8,2,Opus,0,zero,*,489,733,1.31,64,1606,659,0.51,9.23,10.03,1,70
788,McNaul,2017_18,McNaul 17_18,Drill,2,9,2,Illabong,60-60,split,*,579,723,1.54,89,2295,542,0.51,13.14,15.16,1,89
789,McNaul,2017_18,McNaul 17_18,Drill,2,10,2,Koshi,60-0,PW_1,*,678,1122,1.73,117,2133,618,0.43,10.29,10.54,3,94
790,McNaul,2017_18,McNaul 17_18,Drill,2,11,2,Reiziq,0,zero,*,472,633,1.33,63,1668,591,0.52,9.85,9.87,1,74
791,McNaul,2017_18,McNaul 17_18,Drill,2,12,2,Illabong,120-0,PW_2,*,653,654,2.15,140,2419,569,0.45,12.41,12.21,1,94
792,McNaul,2017_18,McNaul 17_18,Drill,2,13,2,Koshi,120-0,PW_2,*,701,1142,1.88,132,2488,801,0.43,11.94,11.4,9,101
793,McNaul,2017_18,McNaul 17_18,Drill,2,14,2,YDP,60-60,split,*,558,504,1.69,94,1906,610,0.5,10.7,10.97,1,67
794,McNaul,2017_18,McNaul 17_18,Drill,2,15,2,Opus,60-0,PW_1,*,654,723,1.5,98,2258,705,0.48,12.18,12.44,1,84
